                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.67346,                0.97104,                 1.2859,                0.48535,                0.85997,                0.88468,                0.78611,                0.47623,                 1.1671,                 1.2104,             0.00065817,             0.00065817,             0.00065817
                    108,                0.70529,                 1.0094,                 1.3105,                0.82917,                0.76245,                0.94026,                0.83883,                0.50467,                0.83588,                 1.2605,             0.00065652,             0.00065652,             0.00065652
                    109,                0.65989,                 1.0034,                 1.2676,                 0.7971,                0.65316,                0.82044,                0.73524,                0.45926,                 1.0662,                 1.2012,             0.00065487,             0.00065487,             0.00065487
                    110,                0.65037,                0.94345,                 1.2587,                0.80157,                0.66907,                 0.8009,                0.71813,                 0.4739,                 1.0454,                 1.2202,             0.00065322,             0.00065322,             0.00065322
                    111,                0.68448,                 1.0274,                 1.3135,                0.67225,                 0.9153,                0.93338,                0.81181,                0.51501,                0.96007,                 1.2837,             0.00065157,             0.00065157,             0.00065157
                    112,                0.69174,                0.94684,                 1.3022,                0.86556,                0.80956,                0.97168,                0.87403,                0.47022,                0.75516,                 1.2331,             0.00064992,             0.00064992,             0.00064992
                    113,                0.66934,                 1.0021,                 1.2978,                0.62966,                0.94838,                0.85963,                0.77498,                0.46942,                0.88541,                 1.2284,             0.00064827,             0.00064827,             0.00064827
                    114,                0.67236,                 1.0168,                 1.2749,                0.66851,                  0.944,                0.86591,                0.77575,                0.47225,                0.81587,                 1.2338,             0.00064662,             0.00064662,             0.00064662
                    115,                0.67102,                0.96202,                 1.2775,                0.67827,                 0.9634,                0.91418,                0.81378,                0.47333,                0.80923,                 1.2303,             0.00064498,             0.00064498,             0.00064498
                    116,                0.65507,                0.95699,                 1.2687,                  0.598,                0.92247,                0.84268,                0.75256,                0.47727,                 1.0655,                 1.2306,             0.00064333,             0.00064333,             0.00064333
                    117,                0.69398,                0.98235,                 1.3022,                0.53042,                0.86627,                0.76716,                0.69443,                0.45248,                 1.1743,                 1.1923,             0.00064168,             0.00064168,             0.00064168
                    118,                 0.6539,                0.97687,                 1.2894,                0.66834,                0.84228,                0.89024,                0.81506,                0.42989,                0.82189,                 1.1698,             0.00064003,             0.00064003,             0.00064003
                    119,                0.64672,                0.96642,                 1.2555,                0.89622,                0.78251,                0.91153,                0.82278,                0.42755,                0.73133,                 1.1571,             0.00063838,             0.00063838,             0.00063838
                    120,                0.64332,                0.90121,                 1.2809,                 0.6126,                0.94196,                0.87837,                0.77414,                0.48053,                0.76636,                 1.2288,             0.00063673,             0.00063673,             0.00063673
                    121,                0.70045,                  1.004,                 1.2961,                0.61524,                0.93706,                0.87338,                0.77841,                0.50707,                0.71742,                  1.277,             0.00063508,             0.00063508,             0.00063508
                    122,                0.63778,                0.89054,                 1.2567,                0.74859,                0.83182,                0.85757,                0.75576,                0.44665,                0.81432,                 1.1966,             0.00063343,             0.00063343,             0.00063343
                    123,                 0.6437,                0.93819,                 1.2557,                0.58416,                0.97861,                0.88522,                0.80269,                0.46662,                 0.9426,                 1.2127,             0.00063178,             0.00063178,             0.00063178
                    124,                0.63619,                0.91338,                 1.2412,                0.65231,                0.90574,                0.88232,                0.80604,                0.43438,                0.85123,                 1.1656,             0.00063013,             0.00063013,             0.00063013
                    125,                0.62851,                0.92593,                 1.2636,                0.73694,                0.92346,                0.97458,                0.88211,                0.41894,                0.87091,                 1.1456,             0.00062848,             0.00062848,             0.00062848
                    126,                0.65393,                0.87547,                  1.261,                 0.7209,                0.95739,                0.95748,                0.86458,                0.43599,                0.65111,                  1.177,             0.00062683,             0.00062683,             0.00062683
                    127,                0.63792,                0.89841,                 1.2643,                0.65639,                0.84285,                0.88711,                0.80042,                0.47915,                0.78247,                 1.2344,             0.00062518,             0.00062518,             0.00062518
                    128,                0.63101,                0.87026,                 1.2496,                0.57326,                0.92075,                0.87036,                0.78673,                0.46003,                0.81241,                 1.2014,             0.00062353,             0.00062353,             0.00062353
                    129,                0.61161,                0.88224,                 1.2397,                0.50755,                0.87102,                0.76964,                0.69386,                0.42818,                 1.0546,                 1.1612,             0.00062188,             0.00062188,             0.00062188
                    130,                0.65249,                 0.9439,                  1.255,                 0.6787,                 0.8846,                0.87856,                0.79889,                0.43201,                0.81833,                 1.1575,             0.00062024,             0.00062024,             0.00062024
                    131,                0.62735,                0.89505,                  1.249,                0.72808,                 0.9352,                0.95114,                0.83376,                0.49253,                0.77243,                 1.2536,             0.00061859,             0.00061859,             0.00061859
                    132,                0.63496,                0.85494,                 1.2596,                0.58739,                  0.876,                0.89544,                0.82005,                0.40764,                 1.0359,                 1.1373,             0.00061694,             0.00061694,             0.00061694
                    133,                0.58401,                0.82048,                 1.2163,                0.84359,                0.81479,                0.92847,                0.85673,                0.40338,                0.81429,                 1.1217,             0.00061529,             0.00061529,             0.00061529
                    134,                0.60291,                0.77934,                 1.2174,                0.66266,                0.94983,                0.96475,                0.86889,                0.46366,                0.73782,                 1.2092,             0.00061364,             0.00061364,             0.00061364
                    135,                0.63777,                0.89786,                 1.2467,                0.68984,                0.95739,                0.94873,                0.85544,                0.45847,                0.71893,                 1.2035,             0.00061199,             0.00061199,             0.00061199
                    136,                0.59576,                0.79683,                 1.2173,                0.63639,                0.93472,                0.93685,                0.85597,                0.42714,                0.82409,                 1.1656,             0.00061034,             0.00061034,             0.00061034
                    137,                0.61102,                0.82499,                 1.2223,                0.72611,                0.96007,                 0.9459,                0.85355,                0.41252,                0.74368,                 1.1589,             0.00060869,             0.00060869,             0.00060869
                    138,                  0.638,                0.89376,                 1.2643,                 0.6112,                0.91112,                0.89873,                 0.8041,                0.42161,                0.80597,                 1.1537,             0.00060704,             0.00060704,             0.00060704
                    139,                0.61879,                0.85826,                 1.2611,                0.72622,                0.91886,                0.88977,                0.81328,                0.41683,                0.75235,                 1.1499,             0.00060539,             0.00060539,             0.00060539
                    140,                0.61954,                0.87878,                 1.2514,                0.68219,                0.85754,                0.87064,                0.78251,                0.43688,                 0.7252,                 1.1624,             0.00060374,             0.00060374,             0.00060374
                    141,                0.61512,                0.81122,                  1.239,                0.66528,                0.96124,                0.89575,                0.82001,                0.41751,                0.70559,                 1.1491,             0.00060209,             0.00060209,             0.00060209
                    142,                0.62239,                0.91018,                 1.2514,                0.67531,                0.90354,                0.86398,                0.78189,                0.43111,                0.81128,                 1.1711,             0.00060044,             0.00060044,             0.00060044
                    143,                0.63496,                0.89892,                 1.2531,                0.74579,                0.88439,                0.88477,                0.80396,                0.41399,                 0.7447,                 1.1575,             0.00059879,             0.00059879,             0.00059879
                    144,                0.56254,                0.79767,                 1.2019,                0.83692,                0.80348,                0.88191,                0.79874,                0.43104,                0.78922,                 1.1525,             0.00059714,             0.00059714,             0.00059714
                    145,                0.61085,                0.79648,                 1.2323,                0.83884,                0.80409,                0.88597,                0.77576,                0.47777,                0.78232,                 1.2254,              0.0005955,              0.0005955,              0.0005955
                    146,                 0.6124,                0.81298,                 1.2523,                0.82435,                0.74213,                0.89549,                0.79336,                0.44669,                0.90676,                 1.1812,             0.00059385,             0.00059385,             0.00059385
                    147,                0.63559,                0.80516,                   1.24,                0.67083,                0.96449,                0.97773,                0.88383,                0.43796,                0.68909,                 1.1676,              0.0005922,              0.0005922,              0.0005922
                    148,                0.59619,                0.83598,                 1.2373,                0.66458,                0.93774,                0.91643,                0.83533,                0.42505,                0.71737,                 1.1579,             0.00059055,             0.00059055,             0.00059055
